id,dateSubmitted,employeeId,employeeName,problem,category,department,proposedSolution,status,implementationDate,createDate,createUserId,modifyDate,modifyUserId,deleted,deleteUserId,deleteDate
663,2020-05-02 00:00:00,1961,Michael Brown,Printer not connecting to the network,4,Operations,Assign more staff to handle customer service during peak hours,3,2021-9-11 00:00:00,2020-05-02 00:00:00,7,NULL,NULL,NULL,NULL,NULL
664,2020-05-02 00:00:00,1284,Sarah Davis,Cannot log into company CRM system,1,Design,Restart the system and check network settings,2,NULL,2020-05-02 00:00:00,1,NULL,NULL,NULL,NULL,NULL
665,2020-05-02 00:00:00,1874,Jessica Lee,Employee burnout from overwork,4,Engineering,Check backup and retrieve from last sync,1,NULL,2020-05-02 00:00:00,5,NULL,NULL,NULL,NULL,NULL
666,2020-05-02 00:00:00,1290,Emily Johnson,Employee absence without notice,2,Finance,Monitor workloads and encourage regular breaks and time-off,2,NULL,2020-05-02 00:00:00,2,NULL,NULL,NULL,NULL,NULL
667,2020-05-03 00:00:00,1874,Jessica Lee,Team communication is unclear,2,Design,Implement a clear communication plan using project management tools,5,NULL,2020-05-03 00:00:00,5,NULL,NULL,NULL,NULL,NULL
668,2020-05-03 00:00:00,1290,Emily Johnson,Employee absence without notice,3,HR,Schedule a training session for all employees,3,2021-9-24 00:00:00,2020-05-03 00:00:00,2,NULL,NULL,NULL,NULL,NULL
669,2020-05-03 00:00:00,1961,Michael Brown,Difficulty accessing shared files,1,Engineering,Reconfigure email settings and ensure synchronization is enabled,1,NULL,2020-05-03 00:00:00,7,NULL,NULL,NULL,NULL,NULL
670,2020-05-03 00:00:00,1917,John Smith,Missed deadline due to lack of resources,2,Operations,Clear cache and run a disk cleanup utility,2,NULL,2020-05-03 00:00:00,6,NULL,NULL,NULL,NULL,NULL
671,2020-05-04 00:00:00,1538,James Harris,Missed deadline due to lack of resources,4,HR,Check permissions on the shared folder and ensure everyone has the correct access,5,NULL,2020-05-04 00:00:00,3,NULL,NULL,NULL,NULL,NULL
672,2020-05-04 00:00:00,1961,Michael Brown,Unable to access shared company drive,4,HR,Restart printer and check network settings,3,2024-4-3 00:00:00,2020-05-04 00:00:00,7,NULL,NULL,NULL,NULL,NULL
673,2020-05-04 00:00:00,1668,David Wilson,Lack of collaboration on shared projects,4,Finance,Automate data entry using a workflow management tool,3,2021-9-13 00:00:00,2020-05-04 00:00:00,4,NULL,NULL,NULL,NULL,NULL
674,2020-05-04 00:00:00,1538,James Harris,Missed deadline due to lack of resources,5,Engineering,Reset the password and check internet connectivity,3,2020-9-9 00:00:00,2020-05-04 00:00:00,3,NULL,NULL,NULL,NULL,NULL
675,2020-05-04 00:00:00,1961,Michael Brown,Unable to access shared company drive,1,QA,Reset the password and check internet connectivity,5,NULL,2020-05-04 00:00:00,7,NULL,NULL,NULL,NULL,NULL
676,2020-05-04 00:00:00,1284,Sarah Davis,Slow response times for customer emails,3,Operations,Automate data entry using a workflow management tool,1,NULL,2020-05-04 00:00:00,1,NULL,NULL,NULL,NULL,NULL
677,2020-05-04 00:00:00,1538,James Harris,Computer running slow,4,Design,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,3,2024-6-19 00:00:00,2020-05-04 00:00:00,3,NULL,NULL,NULL,NULL,NULL
678,2020-05-04 00:00:00,1961,Michael Brown,Lack of collaboration on shared projects,1,Engineering,Implement an email template for quick replies,3,2022-10-27 00:00:00,2020-05-04 00:00:00,7,NULL,NULL,NULL,NULL,NULL
679,2020-05-04 00:00:00,1290,Emily Johnson,Confusion with new company software,3,Design,Assign more staff to handle customer service during peak hours,2,NULL,2020-05-04 00:00:00,2,NULL,NULL,NULL,NULL,NULL
680,2020-05-04 00:00:00,1874,Jessica Lee,Employee absence without notice,3,Finance,Check permissions on the shared folder and ensure everyone has the correct access,3,2024-8-14 00:00:00,2020-05-04 00:00:00,5,NULL,NULL,NULL,NULL,NULL
681,2020-05-04 00:00:00,1284,Sarah Davis,Emails not syncing across devices,3,HR,Reset the password and check internet connectivity,4,NULL,2020-05-04 00:00:00,1,NULL,NULL,NULL,NULL,NULL
682,2020-05-04 00:00:00,1284,Sarah Davis,Customer service queries piling up,3,Finance,Implement an email template for quick replies,3,2020-2-23 00:00:00,2020-05-04 00:00:00,1,NULL,NULL,NULL,NULL,NULL
683,2020-05-05 00:00:00,1668,David Wilson,Employee burnout from overwork,5,Engineering,Reconfigure email settings and ensure synchronization is enabled,3,2020-8-26 00:00:00,2020-05-05 00:00:00,4,NULL,NULL,NULL,NULL,NULL
684,2020-05-05 00:00:00,1917,John Smith,Missed deadline due to lack of resources,1,Engineering,Check permissions on the shared folder and ensure everyone has the correct access,4,NULL,2020-05-05 00:00:00,6,NULL,NULL,NULL,NULL,NULL
685,2020-05-05 00:00:00,1874,Jessica Lee,Customer service queries piling up,2,Engineering,Implement a clear communication plan using project management tools,2,NULL,2020-05-05 00:00:00,5,NULL,NULL,NULL,NULL,NULL
686,2020-05-05 00:00:00,1284,Sarah Davis,Emails not syncing across devices,1,QA,Set up a reminder system for employees to notify HR of absences in advance,3,2022-1-27 00:00:00,2020-05-05 00:00:00,1,NULL,NULL,NULL,NULL,NULL
687,2020-05-05 00:00:00,1668,David Wilson,Unable to access shared company drive,3,Design,Request additional resources from the project manager and adjust the timeline,2,NULL,2020-05-05 00:00:00,4,NULL,NULL,NULL,NULL,NULL
688,2020-05-05 00:00:00,1538,James Harris,Difficulty accessing shared files,2,Design,Monitor workloads and encourage regular breaks and time-off,4,NULL,2020-05-05 00:00:00,3,NULL,NULL,NULL,NULL,NULL
689,2020-05-05 00:00:00,1538,James Harris,Customer service queries piling up,4,Finance,Check backup and retrieve from last sync,1,NULL,2020-05-05 00:00:00,3,NULL,NULL,NULL,NULL,NULL
690,2020-05-06 00:00:00,1284,Sarah Davis,Cannot log into company CRM system,2,Engineering,Implement a clear communication plan using project management tools,4,NULL,2020-05-06 00:00:00,1,NULL,NULL,NULL,NULL,NULL
691,2020-05-06 00:00:00,1290,Emily Johnson,Missed deadline due to lack of resources,3,Design,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,2,NULL,2020-05-06 00:00:00,2,NULL,NULL,NULL,NULL,NULL
692,2020-05-06 00:00:00,1961,Michael Brown,Confusion with new company software,2,Engineering,Implement an email template for quick replies,5,NULL,2020-05-06 00:00:00,7,NULL,NULL,NULL,NULL,NULL
693,2020-05-07 00:00:00,1538,James Harris,Customer service queries piling up,5,Engineering,Schedule a training session for all employees,5,NULL,2020-05-07 00:00:00,3,NULL,NULL,NULL,NULL,NULL
694,2020-05-07 00:00:00,1284,Sarah Davis,Difficulty accessing shared files,3,Finance,Automate data entry using a workflow management tool,3,2024-5-17 00:00:00,2020-05-07 00:00:00,1,NULL,NULL,NULL,NULL,NULL
695,2020-05-07 00:00:00,1961,Michael Brown,Confusion with new company software,4,HR,Reset the password and check internet connectivity,4,NULL,2020-05-07 00:00:00,7,NULL,NULL,NULL,NULL,NULL
696,2020-05-07 00:00:00,1874,Jessica Lee,Team communication is unclear,3,Finance,Schedule a training session for all employees,2,NULL,2020-05-07 00:00:00,5,NULL,NULL,NULL,NULL,NULL
697,2020-05-07 00:00:00,1538,James Harris,Manual data entry errors,3,Engineering,Monitor workloads and encourage regular breaks and time-off,1,NULL,2020-05-07 00:00:00,3,NULL,NULL,NULL,NULL,NULL
698,2020-05-07 00:00:00,1668,David Wilson,Unable to access shared company drive,1,HR,Set up a reminder system for employees to notify HR of absences in advance,4,NULL,2020-05-07 00:00:00,4,NULL,NULL,NULL,NULL,NULL
699,2020-05-08 00:00:00,1961,Michael Brown,Cannot log into company CRM system,1,QA,Assign more staff to handle customer service during peak hours,3,2021-5-24 00:00:00,2020-05-08 00:00:00,7,NULL,NULL,NULL,NULL,NULL
700,2020-05-08 00:00:00,1874,Jessica Lee,Emails not syncing across devices,2,QA,Reconfigure email settings and ensure synchronization is enabled,4,NULL,2020-05-08 00:00:00,5,NULL,NULL,NULL,NULL,NULL
701,2020-05-09 00:00:00,1290,Emily Johnson,Lack of collaboration on shared projects,4,Design,Implement a clear communication plan using project management tools,4,NULL,2020-05-09 00:00:00,2,NULL,NULL,NULL,NULL,NULL
702,2020-05-09 00:00:00,1284,Sarah Davis,Emails not syncing across devices,4,Engineering,Implement an email template for quick replies,5,NULL,2020-05-09 00:00:00,1,NULL,NULL,NULL,NULL,NULL
703,2020-05-09 00:00:00,1874,Jessica Lee,Difficulty accessing shared files,3,Engineering,Implement a clear communication plan using project management tools,2,NULL,2020-05-09 00:00:00,5,NULL,NULL,NULL,NULL,NULL
704,2020-05-09 00:00:00,1284,Sarah Davis,Employee absence without notice,5,Operations,Implement a clear communication plan using project management tools,2,NULL,2020-05-09 00:00:00,1,NULL,NULL,NULL,NULL,NULL
705,2020-05-10 00:00:00,1290,Emily Johnson,Confusion with new company software,5,Engineering,Clear cache and run a disk cleanup utility,5,NULL,2020-05-10 00:00:00,2,NULL,NULL,NULL,NULL,NULL
706,2020-05-10 00:00:00,1538,James Harris,Employee absence without notice,3,Design,Request additional resources from the project manager and adjust the timeline,3,2021-3-19 00:00:00,2020-05-10 00:00:00,3,NULL,NULL,NULL,NULL,NULL
707,2020-05-10 00:00:00,1290,Emily Johnson,Team communication is unclear,1,Design,Implement an email template for quick replies,3,2021-2-26 00:00:00,2020-05-10 00:00:00,2,NULL,NULL,NULL,NULL,NULL
708,2020-05-10 00:00:00,1284,Sarah Davis,Confusion with new company software,3,QA,Reset the password and check internet connectivity,5,NULL,2020-05-10 00:00:00,1,NULL,NULL,NULL,NULL,NULL
709,2020-05-10 00:00:00,1668,David Wilson,Employee burnout from overwork,5,QA,Clear cache and run a disk cleanup utility,1,NULL,2020-05-10 00:00:00,4,NULL,NULL,NULL,NULL,NULL
710,2020-05-10 00:00:00,1917,John Smith,Unable to access shared company drive,4,Operations,Reconfigure email settings and ensure synchronization is enabled,4,NULL,2020-05-10 00:00:00,6,NULL,NULL,NULL,NULL,NULL
711,2020-05-10 00:00:00,1538,James Harris,Lack of collaboration on shared projects,5,Finance,Restart printer and check network settings,3,2023-4-2 00:00:00,2020-05-10 00:00:00,3,NULL,NULL,NULL,NULL,NULL
712,2020-05-10 00:00:00,1538,James Harris,Confusion with new company software,4,HR,Implement an email template for quick replies,3,2022-2-22 00:00:00,2020-05-10 00:00:00,3,NULL,NULL,NULL,NULL,NULL
713,2020-05-11 00:00:00,1538,James Harris,Emails not syncing across devices,2,Finance,Monitor workloads and encourage regular breaks and time-off,5,NULL,2020-05-11 00:00:00,3,NULL,NULL,NULL,NULL,NULL
714,2020-05-11 00:00:00,1874,Jessica Lee,Computer running slow,3,Finance,Implement a clear communication plan using project management tools,2,NULL,2020-05-11 00:00:00,5,NULL,NULL,NULL,NULL,NULL
715,2020-05-11 00:00:00,1538,James Harris,Computer running slow,4,QA,Restart the system and check network settings,5,NULL,2020-05-11 00:00:00,3,NULL,NULL,NULL,NULL,NULL
716,2020-05-11 00:00:00,1668,David Wilson,Customer service queries piling up,3,Design,Restart printer and check network settings,1,NULL,2020-05-11 00:00:00,4,NULL,NULL,NULL,NULL,NULL
717,2020-05-11 00:00:00,1284,Sarah Davis,Missing important files from project folder,5,Operations,Set up a reminder system for employees to notify HR of absences in advance,2,NULL,2020-05-11 00:00:00,1,NULL,NULL,NULL,NULL,NULL
718,2020-05-12 00:00:00,1874,Jessica Lee,Confusion with new company software,5,Design,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,5,NULL,2020-05-12 00:00:00,5,NULL,NULL,NULL,NULL,NULL
719,2020-05-12 00:00:00,1668,David Wilson,Difficulty accessing shared files,4,Operations,Restart printer and check network settings,1,NULL,2020-05-12 00:00:00,4,NULL,NULL,NULL,NULL,NULL
720,2020-05-12 00:00:00,1668,David Wilson,Confusion with new company software,5,Engineering,Reconfigure email settings and ensure synchronization is enabled,5,NULL,2020-05-12 00:00:00,4,NULL,NULL,NULL,NULL,NULL
721,2020-05-12 00:00:00,1668,David Wilson,Employee burnout from overwork,1,HR,Check backup and retrieve from last sync,5,NULL,2020-05-12 00:00:00,4,NULL,NULL,NULL,NULL,NULL
722,2020-05-12 00:00:00,1538,James Harris,Emails not syncing across devices,4,HR,Reset the password and check internet connectivity,3,2023-1-9 00:00:00,2020-05-12 00:00:00,3,NULL,NULL,NULL,NULL,NULL
723,2020-05-12 00:00:00,1874,Jessica Lee,Missed deadline due to lack of resources,3,HR,Clear cache and run a disk cleanup utility,2,NULL,2020-05-12 00:00:00,5,NULL,NULL,NULL,NULL,NULL
724,2020-05-12 00:00:00,1874,Jessica Lee,Customer service queries piling up,5,Finance,Reset the password and check internet connectivity,3,2021-7-25 00:00:00,2020-05-12 00:00:00,5,NULL,NULL,NULL,NULL,NULL
725,2020-05-12 00:00:00,1961,Michael Brown,Employee absence without notice,5,QA,Clear cache and run a disk cleanup utility,2,NULL,2020-05-12 00:00:00,7,NULL,NULL,NULL,NULL,NULL
726,2020-05-13 00:00:00,1917,John Smith,Confusion with new company software,4,Finance,Implement an email template for quick replies,5,NULL,2020-05-13 00:00:00,6,NULL,NULL,NULL,NULL,NULL
727,2020-05-13 00:00:00,1961,Michael Brown,Missed deadline due to lack of resources,5,Engineering,Assign more staff to handle customer service during peak hours,5,NULL,2020-05-13 00:00:00,7,NULL,NULL,NULL,NULL,NULL
728,2020-05-13 00:00:00,1961,Michael Brown,Unable to access shared company drive,5,Engineering,Reconfigure email settings and ensure synchronization is enabled,5,NULL,2020-05-13 00:00:00,7,NULL,NULL,NULL,NULL,NULL
729,2020-05-13 00:00:00,1917,John Smith,Cannot log into company CRM system,3,Finance,Set up a reminder system for employees to notify HR of absences in advance,1,NULL,2020-05-13 00:00:00,6,NULL,NULL,NULL,NULL,NULL
730,2020-05-13 00:00:00,1668,David Wilson,Difficulty accessing shared files,4,Operations,Set up a reminder system for employees to notify HR of absences in advance,5,NULL,2020-05-13 00:00:00,4,NULL,NULL,NULL,NULL,NULL
731,2020-05-13 00:00:00,1874,Jessica Lee,Printer not connecting to the network,2,QA,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,1,NULL,2020-05-13 00:00:00,5,NULL,NULL,NULL,NULL,NULL
732,2020-05-13 00:00:00,1874,Jessica Lee,Printer not connecting to the network,3,Finance,Check backup and retrieve from last sync,2,NULL,2020-05-13 00:00:00,5,NULL,NULL,NULL,NULL,NULL
733,2020-05-13 00:00:00,1290,Emily Johnson,Lack of collaboration on shared projects,2,Engineering,Check permissions on the shared folder and ensure everyone has the correct access,5,NULL,2020-05-13 00:00:00,2,NULL,NULL,NULL,NULL,NULL
734,2020-05-14 00:00:00,1668,David Wilson,Employee burnout from overwork,5,HR,Request additional resources from the project manager and adjust the timeline,5,NULL,2020-05-14 00:00:00,4,NULL,NULL,NULL,NULL,NULL
735,2020-05-14 00:00:00,1538,James Harris,Confusion with new company software,5,QA,Check backup and retrieve from last sync,2,NULL,2020-05-14 00:00:00,3,NULL,NULL,NULL,NULL,NULL
736,2020-05-14 00:00:00,1538,James Harris,Emails not syncing across devices,1,Engineering,Reconfigure email settings and ensure synchronization is enabled,5,NULL,2020-05-14 00:00:00,3,NULL,NULL,NULL,NULL,NULL
737,2020-05-14 00:00:00,1874,Jessica Lee,Cannot log into company CRM system,5,Design,Check backup and retrieve from last sync,2,NULL,2020-05-14 00:00:00,5,NULL,NULL,NULL,NULL,NULL
738,2020-05-14 00:00:00,1874,Jessica Lee,Employee burnout from overwork,4,Design,Reconfigure email settings and ensure synchronization is enabled,3,2024-5-9 00:00:00,2020-05-14 00:00:00,5,NULL,NULL,NULL,NULL,NULL
739,2020-05-14 00:00:00,1290,Emily Johnson,Computer running slow,4,Finance,Set up a reminder system for employees to notify HR of absences in advance,4,NULL,2020-05-14 00:00:00,2,NULL,NULL,NULL,NULL,NULL
740,2020-05-14 00:00:00,1917,John Smith,Lack of collaboration on shared projects,3,Finance,Restart printer and check network settings,4,NULL,2020-05-14 00:00:00,6,NULL,NULL,NULL,NULL,NULL
741,2020-05-15 00:00:00,1284,Sarah Davis,Customer service queries piling up,4,Design,Reconfigure email settings and ensure synchronization is enabled,1,NULL,2020-05-15 00:00:00,1,NULL,NULL,NULL,NULL,NULL
742,2020-05-15 00:00:00,1284,Sarah Davis,Difficulty accessing shared files,5,Finance,Restart printer and check network settings,3,2023-9-4 00:00:00,2020-05-15 00:00:00,1,NULL,NULL,NULL,NULL,NULL
743,2020-05-15 00:00:00,1874,Jessica Lee,Customer service queries piling up,1,QA,Implement a clear communication plan using project management tools,2,NULL,2020-05-15 00:00:00,5,NULL,NULL,NULL,NULL,NULL
744,2020-05-15 00:00:00,1668,David Wilson,Team communication is unclear,2,QA,Reconfigure email settings and ensure synchronization is enabled,4,NULL,2020-05-15 00:00:00,4,NULL,NULL,NULL,NULL,NULL
745,2020-05-15 00:00:00,1284,Sarah Davis,Customer service queries piling up,1,QA,Set up a reminder system for employees to notify HR of absences in advance,5,NULL,2020-05-15 00:00:00,1,NULL,NULL,NULL,NULL,NULL
746,2020-05-15 00:00:00,1284,Sarah Davis,Computer running slow,3,Engineering,Automate data entry using a workflow management tool,1,NULL,2020-05-15 00:00:00,1,NULL,NULL,NULL,NULL,NULL
747,2020-05-15 00:00:00,1290,Emily Johnson,Computer running slow,5,Operations,Assign more staff to handle customer service during peak hours,4,NULL,2020-05-15 00:00:00,2,NULL,NULL,NULL,NULL,NULL
748,2020-05-15 00:00:00,1668,David Wilson,Difficulty accessing shared files,2,Finance,Assign more staff to handle customer service during peak hours,3,2020-1-14 00:00:00,2020-05-15 00:00:00,4,NULL,NULL,NULL,NULL,NULL
749,2020-05-15 00:00:00,1917,John Smith,Missed deadline due to lack of resources,5,QA,Schedule a training session for all employees,1,NULL,2020-05-15 00:00:00,6,NULL,NULL,NULL,NULL,NULL
